"","overall","age","wage_eur","international_reputation","is_sub","Top_Club","value_eur","height_cm","weight_kg","release_clause_eur"
"2866",53,19,1000,1,1,"other",130000,175,65,244000
"2867",64,23,2000,1,1,"other",675000,178,72,1600000
"2868",60,21,6000,1,1,"other",350000,175,70,630000
"2869",57,28,3000,1,1,"other",110000,193,90,193000
"2870",75,23,22000,1,0,"other",9500000,193,85,0
"2871",72,25,4000,1,0,"other",3900000,175,63,0
"2872",66,30,2000,1,1,"other",525000,186,78,656000
"2873",73,27,14000,1,1,"other",4200000,180,79,6300000
"2874",69,27,7000,2,0,"other",1100000,191,77,2400000
"2875",70,29,4000,1,0,"other",1700000,190,85,2100000
"2876",63,24,1000,1,1,"other",450000,189,74,743000
"2877",75,32,20000,1,1,"other",4100000,183,76,8700000
"2878",58,28,2000,1,0,"other",120000,193,85,195000
"2879",73,31,26000,2,1,"other",2900000,186,78,4900000
"2880",68,35,1000,1,0,"other",270000,192,88,581000
"2881",64,31,4000,1,1,"other",4e+05,177,72,760000
"2882",73,29,1000,1,1,"other",3400000,188,83,7400000
"2883",66,22,2000,1,0,"other",875000,176,68,1400000
"2884",69,27,7000,1,0,"other",925000,183,71,1600000
"2885",59,20,1000,1,0,"other",350000,185,75,656000
"2886",60,22,1000,1,0,"other",280000,170,68,490000
"2887",60,25,1000,1,0,"other",240000,178,75,342000
"2888",70,25,14000,1,0,"other",2e+06,175,70,4e+06
"2889",80,27,21000,2,0,"other",15500000,182,75,23300000
"2890",66,22,8000,1,1,"other",1e+06,175,75,1900000
"2891",60,20,1000,1,0,"other",375000,180,69,581000
"2892",70,22,7000,1,0,"other",2600000,177,78,5200000
"2893",69,27,3000,1,0,"other",1200000,188,81,1600000
"2894",62,22,1000,1,1,"other",5e+05,175,75,775000
"2895",74,24,22000,1,1,"other",7e+06,190,77,13300000
"2896",59,22,1000,1,0,"other",270000,170,68,392000
"2897",72,24,2000,1,0,"other",3800000,186,78,6700000
"2898",70,28,7000,1,0,"other",1800000,183,72,2400000
"2899",72,29,11000,1,0,"other",2700000,195,87,4e+06
"2900",68,27,2000,1,1,"other",975000,178,71,1400000
"2901",56,19,1000,1,1,"other",150000,179,65,248000
"2902",56,18,4000,1,1,"Top_20",190000,175,75,480000
"2903",78,20,25000,3,0,"other",14500000,178,68,0
"2904",68,26,3000,1,0,"other",1100000,181,71,1400000
"2905",68,21,6000,1,1,"other",1300000,189,75,2300000
"2906",73,24,15000,1,1,"other",5500000,167,63,8800000
"2907",66,24,2000,1,0,"other",775000,191,83,0
"2908",57,22,1000,1,1,"other",160000,188,77,280000
"2909",70,21,8000,1,0,"other",2500000,182,72,4300000
"2910",63,20,2000,1,1,"other",625000,175,68,1100000
"2911",76,26,13000,1,1,"other",8e+06,173,68,16600000
"2912",68,22,4000,1,1,"other",1400000,187,68,3100000
"2913",63,22,2000,1,0,"other",5e+05,181,83,825000
"2914",68,32,4000,1,0,"other",575000,182,78,834000
"2915",67,34,3000,1,1,"other",375000,180,76,769000
"2916",81,28,66000,1,0,"other",17500000,186,80,34600000
"2917",63,24,1000,1,1,"other",525000,186,85,1e+06
"2918",64,17,3000,1,1,"Top_30",9e+05,178,68,2300000
"2919",60,21,2000,1,1,"other",425000,188,86,903000
"2920",51,20,2000,1,1,"other",80000,175,65,190000
"2921",60,25,1000,1,1,"other",260000,190,78,371000
"2922",65,28,2000,1,1,"other",475000,184,73,736000
"2923",72,31,18000,1,0,"other",2700000,178,72,5900000
"2924",80,27,24000,2,1,"Top_10",17500000,182,76,38100000
"2925",76,24,12000,1,1,"Top_30",10500000,187,73,23100000
"2926",89,30,3e+05,4,0,"Top_10",5.5e+07,189,76,112800000
"2927",71,20,1000,1,1,"Top_20",5e+06,176,66,13600000
"2928",64,24,3000,1,0,"other",550000,181,78,1e+06
"2929",68,27,3000,1,1,"other",950000,186,87,1300000
"2930",67,30,4000,1,1,"other",725000,182,73,1100000
"2931",74,29,17000,1,1,"other",5500000,182,75,9400000
"2932",62,21,1000,1,1,"other",450000,189,81,1e+06
"2933",69,28,7000,1,0,"other",925000,193,81,1800000
"2934",68,25,4000,1,0,"other",1e+06,185,82,1400000
"2935",72,25,7000,1,0,"other",3300000,183,80,7e+06
"2936",59,20,1000,1,1,"other",350000,180,75,761000
"2937",74,31,24000,1,1,"other",4200000,184,82,7900000
"2938",67,31,3000,1,1,"other",675000,180,78,1e+06
"2939",60,27,2000,1,1,"other",210000,178,76,299000
"2940",62,21,1000,1,1,"other",5e+05,170,66,775000
"2941",64,31,2000,1,1,"other",375000,176,72,469000
"2942",67,19,2000,1,1,"other",1100000,177,68,1800000
"2943",65,26,6000,1,1,"other",675000,174,78,1200000
"2944",70,22,5000,1,1,"other",2700000,185,68,4600000
"2945",67,21,4000,1,1,"other",1400000,184,76,3700000
"2946",61,23,1000,1,0,"other",350000,178,76,508000
"2947",63,22,1000,1,0,"other",5e+05,194,92,725000
"2948",63,26,2000,1,0,"other",4e+05,188,85,730000
"2949",68,27,6000,1,0,"other",9e+05,185,85,1900000
"2950",67,30,5000,1,1,"other",725000,170,68,1300000
"2951",78,23,1000,1,0,"other",1.4e+07,163,65,32200000
"2952",55,22,4000,1,1,"other",110000,180,75,220000
"2953",56,24,3000,1,1,"other",110000,177,67,190000
"2954",74,23,46000,1,0,"other",7500000,185,82,15800000
"2955",68,25,6000,1,0,"other",1100000,170,68,1800000
"2956",51,19,1000,1,1,"other",80000,186,75,174000
"2957",61,19,1000,1,1,"other",475000,186,65,986000
"2958",69,21,3000,1,1,"other",1700000,173,72,3300000
"2959",77,26,31000,1,1,"other",10500000,189,83,18600000
"2960",66,30,1000,1,1,"other",6e+05,173,73,810000
"2961",52,19,2000,1,1,"other",110000,177,70,275000
"2962",77,28,31000,1,0,"other",8500000,188,86,16800000
"2963",71,27,8000,1,1,"other",2600000,177,69,4e+06
"2964",63,29,1000,1,0,"other",350000,176,66,438000
"2965",71,30,1000,1,1,"other",1900000,188,79,4100000
"2966",63,20,2000,1,1,"other",625000,174,65,0
"2967",77,29,23000,3,0,"other",7500000,190,82,0
"2968",60,18,1000,1,1,"other",4e+05,180,71,870000
"2969",79,26,58000,1,1,"other",1.5e+07,181,85,26600000
"2970",71,26,1000,1,1,"other",2800000,179,75,6300000
"2971",60,30,4000,1,1,"other",2e+05,175,72,350000
"2972",67,20,2000,1,1,"other",1600000,185,68,3700000
"2973",77,21,1000,1,0,"other",1.3e+07,178,79,31200000
"2974",84,26,23000,3,0,"Top_20",3.3e+07,181,71,68500000
"2975",71,28,25000,1,1,"other",2100000,189,82,4e+06
"2976",70,21,1000,1,1,"other",2900000,177,68,6600000
"2977",59,20,3000,1,1,"other",260000,182,65,546000
"2978",53,22,2000,1,1,"other",90000,175,70,158000
"2979",68,24,4000,1,1,"other",1e+06,168,64,0
"2980",83,25,38000,2,0,"other",34500000,190,80,57800000
"2981",74,27,15000,1,0,"other",6e+06,180,76,11400000
"2982",72,26,32000,1,0,"other",3900000,189,80,7800000
"2983",54,22,1000,1,1,"other",1e+05,172,65,145000
"2984",83,25,120000,1,0,"other",3.2e+07,190,82,63200000
"2985",57,17,1000,1,0,"other",210000,180,70,515000
"2986",70,28,14000,1,0,"other",1800000,184,80,3e+06
"2987",67,21,5000,1,1,"other",1100000,193,98,0
"2988",60,29,1000,1,1,"other",2e+05,181,79,270000
"2989",66,20,3000,1,1,"other",950000,168,61,2e+06
"2990",68,26,5000,1,1,"other",975000,172,70,1600000
"2991",66,22,2000,1,1,"other",925000,184,75,2100000
"2992",63,18,1000,1,0,"other",750000,180,75,0
"2993",67,20,4000,1,0,"other",1200000,185,79,0
"2994",61,23,2000,1,1,"other",375000,179,70,638000
"2995",69,23,2000,1,1,"other",1400000,187,77,2500000
"2996",72,31,13000,1,1,"other",2700000,178,74,0
"2997",58,20,2000,1,1,"other",250000,180,71,494000
"2998",59,19,1000,1,1,"other",270000,168,68,392000
"2999",63,22,10000,1,1,"Top_30",5e+05,175,67,988000
"3000",76,25,46000,1,1,"other",1e+07,183,76,0
"3001",83,25,140000,2,0,"Top_10",3e+07,188,70,57800000
"3002",71,33,3000,1,1,"other",1100000,182,73,1800000
"3003",70,26,11000,1,1,"other",2100000,182,73,4300000
"3004",64,35,2000,1,1,"other",140000,182,73,266000
"3005",64,30,1000,1,1,"other",375000,185,80,506000
"3006",70,26,1000,1,0,"Top_20",2e+06,192,88,4300000
"3007",71,27,5000,1,0,"other",2500000,183,77,3300000
"3008",72,35,11000,1,0,"other",950000,189,80,1800000
"3009",59,25,1000,1,1,"other",180000,187,82,239000
"3010",70,24,7000,1,1,"other",2200000,175,69,3400000
"3011",60,27,2000,1,1,"other",220000,185,83,336000
"3012",60,19,1000,1,1,"other",450000,171,68,844000
"3013",70,25,4000,1,0,"other",2300000,179,77,3100000
"3014",65,21,1000,1,1,"other",1100000,180,68,2100000
"3015",64,29,3000,1,0,"other",375000,174,67,581000
"3016",72,24,9000,1,0,"other",3900000,190,80,7900000
"3017",60,23,1000,1,1,"other",270000,190,79,486000
"3018",67,28,3000,1,1,"other",8e+05,176,83,1e+06
"3019",65,25,4000,1,0,"other",650000,186,80,991000
"3020",63,25,1000,1,0,"other",475000,186,82,772000
"3021",58,25,1000,1,1,"other",150000,183,77,274000
"3022",80,28,56000,2,0,"Top_10",12500000,173,71,25600000
"3023",65,31,2000,1,0,"other",475000,175,68,594000
"3024",69,29,8000,1,0,"other",875000,184,77,1400000
"3025",69,33,5000,1,1,"other",5e+05,189,91,7e+05
"3026",72,28,5000,1,0,"other",2700000,178,73,5600000
"3027",58,19,1000,1,1,"other",270000,178,64,574000
"3028",71,36,2000,2,0,"other",475000,191,89,760000
"3029",78,28,35000,2,1,"other",9e+06,179,75,15300000
"3030",73,25,22000,1,0,"other",4900000,180,75,9600000
"3031",65,21,8000,1,1,"other",975000,172,70,2e+06
"3032",68,31,2000,1,0,"other",675000,181,83,911000
"3033",63,24,2000,1,0,"other",5e+05,183,75,913000
"3034",61,22,4000,1,1,"other",450000,188,70,0
"3035",59,18,3000,1,1,"other",325000,173,68,756000
"3036",62,27,0,1,0,"other",0,173,65,0
"3037",61,18,2000,1,1,"other",525000,175,61,1300000
"3038",74,35,10000,1,0,"other",1800000,177,72,3400000
"3039",56,20,1000,1,1,"other",130000,175,60,189000
"3040",63,32,2000,1,1,"other",240000,188,79,324000
"3041",66,30,5000,1,1,"other",6e+05,169,70,1100000
"3042",64,23,1000,1,1,"other",650000,185,80,1200000
"3043",74,30,13000,1,1,"other",5500000,178,74,8300000
"3044",67,22,5000,1,1,"other",1400000,179,70,3e+06
"3045",81,21,105000,1,1,"Top_10",2.3e+07,186,78,51800000
"3046",81,22,82000,2,1,"Top_20",2.4e+07,179,70,0
"3047",60,23,1000,1,0,"other",325000,193,75,504000
"3048",60,20,1000,1,1,"other",425000,181,72,1e+06
"3049",56,18,1000,1,1,"other",170000,178,69,378000
"3050",62,19,1000,1,0,"other",625000,182,67,1500000
"3051",80,22,40000,1,1,"Top_30",2e+07,186,84,43500000
"3052",66,33,2000,1,1,"other",325000,186,88,569000
"3053",71,32,17000,1,1,"other",1500000,193,90,2400000
"3054",62,22,2000,1,1,"other",525000,177,75,919000
"3055",67,25,3000,1,1,"other",875000,188,79,1600000
"3056",64,28,1000,1,1,"other",475000,193,91,689000
"3057",67,31,3000,1,0,"other",675000,183,75,844000
"3058",56,27,1000,1,1,"other",1e+05,183,72,133000
"3059",56,20,3000,1,1,"other",130000,176,76,247000
"3060",57,21,1000,1,0,"other",180000,180,64,351000
"3061",65,24,1000,1,1,"other",725000,183,76,1700000
"3062",50,20,1000,1,1,"other",70000,180,80,166000
"3063",69,22,3000,1,0,"other",1500000,175,70,2600000
"3064",74,34,8000,2,0,"other",2700000,188,76,4100000
"3065",66,26,3000,1,1,"other",7e+05,178,76,1100000
"3066",63,27,2000,1,1,"other",375000,175,61,684000
"3067",53,19,1000,1,1,"other",130000,180,73,299000
"3068",65,32,6000,1,1,"other",350000,180,67,578000
"3069",71,19,17000,1,1,"other",4100000,171,75,8600000
"3070",68,22,5000,1,0,"other",1400000,175,67,2900000
"3071",65,24,1000,1,0,"other",675000,184,73,979000
"3072",68,28,4000,1,0,"other",8e+05,181,75,1400000
"3073",66,22,4000,1,0,"other",1e+06,179,63,0
"3074",64,25,3000,1,1,"other",575000,182,74,819000
"3075",61,25,1000,1,0,"other",3e+05,190,84,435000
"3076",74,27,11000,1,0,"other",6e+06,169,65,10200000
"3077",54,22,1000,1,0,"other",1e+05,182,77,175000
"3078",68,29,3000,1,0,"other",750000,179,77,1300000
"3079",69,24,3000,1,1,"other",1200000,191,83,2600000
"3080",75,33,53000,2,1,"other",4e+06,187,79,7700000
"3081",52,19,1000,1,1,"other",1e+05,186,75,238000
"3082",69,20,3000,1,0,"other",1600000,171,62,0
"3083",56,18,1000,1,1,"other",2e+05,169,65,470000
"3084",67,32,3000,1,0,"other",5e+05,183,75,625000
"3085",68,37,6000,1,1,"other",180000,180,77,396000
"3086",76,22,27000,1,0,"other",10500000,192,78,24200000
"3087",71,26,11000,1,1,"other",3e+06,182,76,0
"3088",70,27,7000,1,0,"other",1600000,176,74,2900000
"3089",86,29,170000,4,1,"Top_10",43500000,186,75,71800000
"3090",65,21,3000,1,1,"other",8e+05,174,72,1200000
"3091",59,22,1000,1,1,"other",220000,187,78,319000
"3092",65,23,2000,1,1,"other",825000,180,70,1400000
"3093",70,23,4000,1,0,"other",2500000,181,79,3900000
"3094",56,19,5000,1,1,"other",180000,186,78,455000
"3095",64,35,1000,1,0,"other",140000,182,78,175000
"3096",53,18,1000,1,1,"other",120000,170,65,255000
"3097",66,22,5000,1,1,"other",925000,178,72,1600000
"3098",71,30,4000,1,0,"other",2300000,174,74,3100000
"3099",62,18,1000,1,1,"other",575000,187,76,1700000
"3100",64,29,2000,1,1,"other",375000,176,73,506000
"3101",64,20,2000,1,1,"other",7e+05,180,72,0
"3102",54,17,1000,1,1,"other",130000,174,70,309000
"3103",57,23,1000,1,1,"other",150000,177,67,218000
"3104",64,26,1000,1,0,"other",5e+05,180,77,663000
"3105",64,28,1000,1,1,"other",450000,179,71,563000
"3106",65,25,2000,1,0,"other",7e+05,181,73,1300000
"3107",73,31,21000,1,0,"other",3500000,180,76,6700000
"3108",76,35,14000,2,0,"other",3400000,172,72,6800000
"3109",65,29,3000,1,0,"other",450000,191,78,563000
"3110",66,25,9000,1,1,"other",8e+05,191,80,1600000
"3111",64,27,3000,1,1,"other",5e+05,176,70,888000
"3112",67,27,2000,1,1,"other",9e+05,187,77,0
"3113",67,29,0,1,0,"other",0,184,76,0
"3114",67,31,5000,1,0,"other",675000,172,71,878000
"3115",73,26,13000,1,0,"other",5e+06,191,86,10400000
"3116",60,21,1000,1,1,"other",350000,185,75,613000
"3117",61,22,1000,1,1,"other",425000,185,81,616000
"3118",58,21,2000,1,1,"other",220000,178,83,374000
"3119",66,29,5000,1,1,"other",650000,182,76,813000
"3120",71,23,13000,1,0,"other",2700000,183,74,0
"3121",63,29,3000,1,1,"other",325000,182,77,504000
"3122",71,31,6000,1,0,"other",2100000,187,86,2800000
"3123",68,34,0,1,0,"other",0,168,62,0
"3124",60,21,5000,1,1,"other",450000,175,69,1100000
"3125",58,20,2000,1,0,"other",210000,173,67,305000
"3126",74,31,21000,2,1,"other",4900000,178,79,8400000
"3127",64,24,2000,1,1,"other",650000,180,72,1100000
"3128",58,26,2000,1,0,"other",140000,185,79,203000
"3129",67,26,4000,1,1,"other",9e+05,177,76,1200000
"3130",70,22,11000,1,0,"other",2300000,174,75,5600000
"3131",64,25,2000,1,0,"other",5e+05,184,83,913000
"3132",71,27,14000,1,0,"other",2700000,181,75,4600000
"3133",66,25,1000,1,0,"other",7e+05,173,68,1100000
"3134",61,22,1000,1,0,"other",350000,181,71,788000
"3135",70,24,16000,1,1,"other",2200000,178,72,3900000
"3136",66,27,1000,1,0,"other",750000,188,83,0
"3137",78,30,27000,1,0,"other",8500000,188,80,17900000
"3138",63,39,1000,1,1,"other",1e+05,181,70,125000
"3139",69,27,4000,1,0,"other",1e+06,185,80,1500000
"3140",62,24,2000,1,1,"other",425000,183,78,659000
"3141",71,24,12000,1,0,"other",3100000,168,69,5500000
"3142",63,18,2000,1,1,"other",825000,181,74,2500000
"3143",66,28,3000,1,1,"other",550000,172,72,908000
"3144",70,29,35000,1,1,"other",1500000,185,77,2800000
"3145",65,22,2000,1,0,"other",850000,182,68,1500000
"3146",80,25,33000,2,0,"other",1.9e+07,180,71,41300000
"3147",71,30,6000,1,1,"other",1900000,180,77,3e+06
"3148",62,25,3000,1,0,"other",350000,188,72,0
"3149",65,22,3000,1,0,"other",675000,186,81,1100000
"3150",70,31,6000,1,0,"other",1600000,186,89,2100000
"3151",72,24,17000,1,0,"other",3900000,173,68,8200000
"3152",62,21,2000,1,1,"other",475000,171,68,689000
"3153",69,29,3000,1,0,"other",875000,169,61,1500000
"3154",67,25,5000,1,0,"other",9e+05,169,65,1400000
"3155",67,24,5000,1,1,"other",1e+06,181,78,1900000
"3156",70,23,15000,1,1,"other",2600000,178,77,4900000
"3157",62,22,5000,1,1,"other",475000,181,67,903000
"3158",73,25,24000,1,0,"other",5e+06,193,85,9900000
"3159",64,18,1000,1,1,"other",875000,178,82,1900000
"3160",68,30,4000,1,1,"other",725000,188,76,1200000
"3161",62,25,1000,1,1,"other",350000,178,71,569000
"3162",67,29,5000,1,1,"other",650000,194,80,1100000
"3163",64,21,2000,1,1,"other",650000,180,72,1500000
"3164",73,26,18000,1,0,"other",4200000,173,72,8700000
"3165",62,22,2000,1,0,"other",425000,182,66,701000
"3166",60,20,1000,1,1,"other",450000,173,68,1100000
"3167",76,27,14000,2,1,"other",7e+06,185,87,11200000
"3168",63,22,6000,1,1,"other",550000,178,69,1e+06
"3169",62,32,2000,1,0,"other",240000,184,81,420000
"3170",70,21,18000,1,1,"other",2600000,183,77,5500000
"3171",68,22,3000,1,0,"other",1300000,182,75,3e+06
"3172",76,21,30000,1,0,"other",11500000,174,76,21900000
"3173",48,22,2000,1,1,"other",40000,186,79,70000
"3174",68,31,6000,1,0,"other",775000,179,71,969000
"3175",61,19,1000,1,1,"other",550000,180,70,1100000
"3176",71,24,9000,1,0,"other",3300000,185,71,5300000
"3177",50,18,1000,1,1,"other",60000,180,72,125000
"3178",67,21,3000,1,0,"other",1200000,182,76,0
"3179",63,26,3000,1,1,"other",475000,185,82,629000
"3180",69,21,1000,1,1,"other",1600000,180,73,4e+06
"3181",67,34,4000,1,1,"other",375000,167,64,656000
"3182",65,26,2000,1,0,"other",625000,178,65,1100000
"3183",61,19,2000,1,1,"other",4e+05,192,85,8e+05
"3184",68,28,7000,1,1,"other",875000,187,85,1600000
"3185",77,33,1000,2,1,"other",4300000,187,84,9100000
"3186",65,20,2000,1,1,"other",1200000,183,75,2600000
"3187",68,24,7000,1,1,"other",1100000,190,78,2100000
"3188",76,31,25000,1,0,"other",5500000,175,71,10500000
"3189",61,19,2000,1,1,"other",5e+05,183,73,1400000
"3190",65,22,2000,1,1,"other",650000,180,72,1500000
"3191",69,28,6000,1,1,"other",1100000,184,76,1500000
"3192",55,17,1000,1,1,"other",170000,180,74,493000
"3193",75,30,29000,1,0,"other",5500000,181,78,10500000
"3194",65,29,2000,1,1,"other",525000,182,75,761000
"3195",55,19,2000,1,1,"other",170000,172,59,387000
"3196",69,28,12000,1,1,"other",1100000,185,80,2300000
"3197",71,27,1000,1,1,"other",2800000,181,74,6300000
"3198",67,26,3000,1,1,"other",9e+05,178,70,1600000
"3199",72,23,15000,1,1,"other",4100000,170,65,6400000
"3200",65,23,4000,1,1,"other",725000,182,78,1300000
"3201",64,28,4000,1,0,"other",4e+05,181,75,620000
"3202",53,19,1000,1,1,"other",1e+05,179,80,223000
"3203",63,24,2000,1,1,"other",5e+05,183,69,975000
"3204",65,26,5000,1,0,"other",575000,181,73,891000
"3205",71,26,6000,1,0,"other",2600000,188,85,4800000
"3206",57,19,1000,1,1,"other",210000,183,76,551000
"3207",58,21,2000,1,1,"other",230000,169,68,0
"3208",80,28,29000,2,0,"other",14500000,182,77,31500000
"3209",69,21,1000,1,1,"other",1600000,183,76,3600000
"3210",65,26,0,1,0,"other",0,181,70,0
"3211",70,27,1000,1,1,"other",1900000,183,69,2500000
"3212",61,20,1000,1,1,"other",525000,182,72,1200000
"3213",73,30,1000,1,0,"other",3200000,183,82,6900000
"3214",66,25,12000,1,1,"other",8e+05,192,81,1700000
"3215",55,19,2000,1,1,"other",130000,190,75,228000
"3216",65,32,1000,1,0,"other",350000,188,88,438000
"3217",64,20,2000,1,1,"other",875000,186,81,0
"3218",53,20,2000,1,1,"other",130000,178,72,0
"3219",76,27,25000,2,1,"other",9e+06,185,80,19600000
"3220",69,25,5000,1,0,"other",1300000,182,73,2500000
"3221",69,23,11000,1,1,"other",1600000,174,64,3700000
"3222",67,26,1000,1,1,"other",950000,168,65,1400000
"3223",60,20,1000,1,1,"other",290000,174,73,0
"3224",72,23,6000,1,0,"other",4800000,171,66,10800000
"3225",67,22,7000,1,1,"other",1100000,174,71,1800000
"3226",66,27,5000,1,1,"other",650000,177,70,1e+06
"3227",53,19,1000,1,1,"other",130000,177,71,257000
"3228",61,24,1000,1,1,"other",350000,179,74,683000
"3229",55,20,1000,1,1,"other",130000,176,68,215000
"3230",64,37,2000,1,0,"other",90000,183,83,158000
"3231",56,21,1000,1,1,"other",150000,179,69,233000
"3232",67,20,3000,1,1,"Top_20",1700000,181,78,4400000
"3233",57,19,4000,1,1,"other",220000,177,65,556000
"3234",67,26,3000,2,0,"other",975000,188,85,1300000
"3235",69,24,4000,1,1,"other",1400000,186,76,3e+06
"3236",64,30,1000,1,1,"other",350000,170,71,473000
"3237",62,23,2000,1,1,"other",4e+05,188,65,730000
"3238",67,20,0,1,0,"other",0,176,61,0
"3239",67,23,3000,1,1,"other",1e+06,180,73,1600000
"3240",62,21,2000,1,1,"other",5e+05,179,68,1100000
"3241",63,22,3000,1,1,"other",525000,184,75,866000
"3242",71,29,22000,1,1,"other",2e+06,177,77,3900000
"3243",61,22,1000,1,0,"other",350000,180,72,613000
"3244",66,17,1000,1,1,"other",1300000,171,60,3200000
"3245",69,26,5000,1,0,"other",1100000,191,84,1700000
"3246",71,25,19000,1,0,"other",3200000,175,68,6300000
"3247",65,31,2000,1,0,"other",4e+05,191,76,7e+05
"3248",69,24,9000,1,1,"other",1400000,174,77,0
"3249",75,27,13000,1,0,"other",6e+06,178,75,11400000
"3250",67,28,6000,1,1,"other",8e+05,196,84,1e+06
"3251",62,24,2000,1,1,"other",375000,176,64,825000
"3252",64,28,1000,1,1,"other",375000,185,73,581000
"3253",67,34,3000,1,0,"other",280000,187,82,420000
"3254",83,26,60000,2,0,"other",30500000,179,70,60200000
"3255",75,28,1000,1,1,"other",6500000,170,60,14300000
"3256",55,19,1000,1,1,"other",170000,183,73,319000
"3257",67,31,7000,1,1,"other",650000,170,71,813000
"3258",62,30,3000,1,1,"other",290000,180,75,450000
"3259",74,32,5000,2,0,"other",4300000,175,76,6800000
"3260",69,32,11000,1,1,"other",7e+05,184,82,1500000
"3261",59,17,1000,1,1,"other",3e+05,183,70,735000
"3262",69,31,18000,1,1,"other",9e+05,175,66,1600000
"3263",80,26,69000,2,1,"Top_20",1.6e+07,171,61,27200000
"3264",72,22,13000,1,1,"other",4300000,181,73,9900000
"3265",64,34,1000,1,0,"other",240000,182,75,372000
"3266",56,22,3000,1,1,"other",130000,175,73,254000
"3267",62,27,2000,1,1,"other",325000,196,78,593000
"3268",58,18,1000,1,1,"other",250000,183,70,519000
